Algorithm;TreeLength;Problem;testR2;trainingR2;time;Evaluations;Generations;Fold;Rows;Columns;ModelLength;ModelDepth;Threshold
OSGA (ContPruning mit Simplifizierung);20;583_fri_c1_1000_50.tsv;0,964458292214545;0,958307894476212;04:29:51.3440000;383366;36;5;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;583_fri_c1_1000_50.tsv;0,941343102559772;0,943674963499693;04:29:51.3440000;319366;27;6;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;583_fri_c1_1000_50.tsv;0,955265875382143;0,952986746278257;04:29:51.3440000;385466;34;7;1000;51;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;583_fri_c1_1000_50.tsv;0,961360795150622;0,951785705538759;04:29:51.3440000;213666;23;8;1000;51;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;583_fri_c1_1000_50.tsv;0,917960071866036;0,924691469957591;04:29:51.3440000;149666;18;9;1000;51;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,921449829469415;0,936514702575828;02:55:41.7610000;124466;12;0;500;26;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,95023923073356;0,944583806372716;02:55:41.7610000;184566;16;1;500;26;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,958195563779198;0,945355776891202;02:55:41.7610000;261666;25;2;500;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,94061636438793;0,954526849644968;02:55:41.7610000;1198666;100;3;500;26;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,927063203285703;0,966477358330989;02:55:41.7610000;321066;31;4;500;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,960095901715795;0,958939060866368;02:55:41.7610000;416666;35;5;500;26;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,955750134054661;0,964409488363996;02:55:41.7610000;345766;32;6;500;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,94742940037995;0,951572984629498;02:55:41.7610000;310466;35;7;500;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,955315591065286;0,931860078743499;02:55:41.7610000;162466;16;8;500;26;22;11;0,002
OSGA (ContPruning mit Simplifizierung);20;584_fri_c4_500_25.tsv;0,943998454648304;0,951239814742776;02:55:41.7610000;341166;36;9;500;26;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,933489274126976;0,950253634638079;05:00:13.1200000;305466;30;0;1000;26;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,945817269109769;0,939274552785735;05:00:13.1200000;183966;17;1;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,946231446288382;0,959340681656168;05:00:13.1200000;389166;34;2;1000;26;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,978518546065385;0,982331050933952;05:00:13.1200000;319766;29;3;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,943325852875511;0,944366107588147;05:00:13.1200000;1317366;100;4;1000;26;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,984280375988117;0,981654666098034;05:00:13.1200000;341966;33;5;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,949859942102978;0,949044028555442;05:00:13.1200000;176866;17;6;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,981484222185255;0,98123038148657;05:00:13.1200000;551866;48;7;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,963901733762865;0,958794581379984;05:00:13.1200000;278066;24;8;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;586_fri_c3_1000_25.tsv;0,942833942043793;0,962104972824041;05:00:13.1200000;195066;17;9;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,965381078460146;0,949968815793353;06:58:03.8780000;316866;34;0;1000;101;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,961039386363772;0,96194714157729;06:58:03.8780000;333166;28;1;1000;101;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,934284580800677;0,949202876213963;06:58:03.8780000;302166;36;2;1000;101;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,958918602887953;0,95747828134358;06:58:03.8780000;1484966;95;3;1000;101;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,982641008820262;0,981764821228066;06:58:03.8780000;392966;40;4;1000;101;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,857352316982242;0,89265064682687;06:58:03.8780000;250566;34;5;1000;101;25;9;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,97671606543086;0,98239483027173;06:58:03.8780000;1186766;100;6;1000;101;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,980745308414073;0,974760684354627;06:58:03.8780000;359866;27;7;1000;101;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,942055509302453;0,94435729266896;06:58:03.8780000;144866;19;8;1000;101;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;588_fri_c4_1000_100.tsv;0,95909793594146;0,960315967870785;06:58:03.8780000;230566;22;9;1000;101;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,957926584582371;0,963682563233459;06:50:06.8420000;813566;100;0;1000;26;29;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,934386785806529;0,93283665163463;06:50:06.8420000;173366;15;1;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,967899422048871;0,969836768442028;06:50:06.8420000;572966;46;2;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,948444305356505;0,95630228101341;06:50:06.8420000;163366;16;3;1000;26;22;9;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,949179454996693;0,940742985331217;06:50:06.8420000;628966;46;4;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,943468443009258;0,946069805592164;06:50:06.8420000;154266;15;5;1000;26;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,982003961227904;0,981645085314356;06:50:06.8420000;333666;31;6;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,949189458381563;0,943580075434035;06:50:06.8420000;255066;27;7;1000;26;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,953333424804359;0,948763751187562;06:50:06.8420000;1386566;100;8;1000;26;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;589_fri_c2_1000_25.tsv;0,984166430292061;0,981830176225907;06:50:06.8420000;322166;35;9;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,948095432700379;0,956949993817416;06:19:15.0620000;335366;38;0;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,960083406599174;0,955295296526379;06:19:15.0620000;277966;31;1;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,951512409023829;0,949830078270014;06:19:15.0620000;271866;32;2;1000;51;25;8;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,962761320180404;0,960844302244696;06:19:15.0620000;303866;34;3;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,86972861553329;0,88477225283685;06:19:15.0620000;389566;35;4;1000;51;20;8;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,9115705411624;0,892445703522769;06:19:15.0620000;208666;26;5;1000;51;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,931347155137213;0,939515680031072;06:19:15.0620000;174066;17;6;1000;51;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,961386227670648;0,960510147958538;06:19:15.0620000;1303366;100;7;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,909801002710853;0,921990038289534;06:19:15.0620000;390666;38;8;1000;51;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;590_fri_c0_1000_50.tsv;0,938025305138287;0,954065272093248;06:19:15.0620000;1199466;92;9;1000;51;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,973600879706926;0,974771486812623;01:43:19.7230000;232066;29;0;100;11;22;9;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,977540128028945;0,968338445943665;01:43:19.7230000;229266;29;1;100;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,972517049601779;0,968829228422024;01:43:19.7230000;1226866;100;2;100;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,963996146466149;0,957910370137165;01:43:19.7230000;1057066;75;3;100;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,955570009255825;0,968443661158461;01:43:19.7230000;326566;32;4;100;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,904179679112064;0,97086235138077;01:43:19.7230000;325066;42;5;100;11;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,966897968788628;0,970967669676903;01:43:19.7230000;297566;33;6;100;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,942705246382541;0,97460502105089;01:43:19.7230000;315266;33;7;100;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,852823153104345;0,976516632893139;01:43:19.7230000;999066;100;8;100;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;591_fri_c1_100_10.tsv;0,964633573497918;0,973485076706916;01:43:19.7230000;608866;48;9;100;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,967791450696323;0,96625083239258;04:51:24.8680000;1132966;100;0;1000;26;23;11;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,964202931042843;0,960816874846282;04:51:24.8680000;301966;24;1;1000;26;23;12;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,963338170780191;0,947361198022119;04:51:24.8680000;150166;19;2;1000;26;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,936706899365048;0,941402425782768;04:51:24.8680000;186766;16;3;1000;26;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,952778516520179;0,934703173794671;04:51:24.8680000;163866;17;4;1000;26;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,966373381487757;0,961068814866846;04:51:24.8680000;271766;23;5;1000;26;26;11;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,945530994325873;0,942285956298808;04:51:24.8680000;354866;35;6;1000;26;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,964660421336088;0,964607834146561;04:51:24.8680000;357266;38;7;1000;26;22;9;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,920858047769863;0,931250281561489;04:51:24.8680000;318566;31;8;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;592_fri_c4_1000_25.tsv;0,955323753400457;0,938845089916769;04:51:24.8680000;225666;20;9;1000;26;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,966649779117166;0,961847978628875;07:31:44.4150000;165766;16;0;1000;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,960174645440085;0,954803041341751;07:31:44.4150000;416366;33;1;1000;11;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,965542500089547;0,962056569890219;07:31:44.4150000;516466;40;2;1000;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,957317083329765;0,960780495298094;07:31:44.4150000;585566;44;3;1000;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,958220178061688;0,961159418414196;07:31:44.4150000;336166;30;4;1000;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,960681153627209;0,962572139198912;07:31:44.4150000;436266;38;5;1000;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,943137176014142;0,960562198738978;07:31:44.4150000;402266;37;6;1000;11;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,984976122698077;0,983096780055877;07:31:44.4150000;391466;31;7;1000;11;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,982044716161756;0,983214694959706;07:31:44.4150000;1540966;100;8;1000;11;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;593_fri_c1_1000_10.tsv;0,961051133894411;0,955434377695933;07:31:44.4150000;159066;17;9;1000;11;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,959824905154382;0,967502252120149;01:39:34.5450000;1288166;100;0;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,954669333075462;0,961158584333284;01:39:34.5450000;365966;31;1;100;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,976370856387255;0,977147458659258;01:39:34.5450000;274466;27;2;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,913203063959728;0,98093099708916;01:39:34.5450000;1389566;100;3;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,839513459191383;0,960256784381149;01:39:34.5450000;300566;28;4;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,992077664170041;0,973969211741326;01:39:34.5450000;1070166;100;5;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,981020609483317;0,932466148134656;01:39:34.5450000;155366;13;6;100;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,943336582020033;0,947368997833743;01:39:34.5450000;297766;29;7;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,969235230632581;0,967567784983603;01:39:34.5450000;348066;26;8;100;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;594_fri_c2_100_5.tsv;0,98245915473772;0,971703208784492;01:39:34.5450000;170966;16;9;100;6;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,937785225654836;0,957813831851594;04:53:39.5050000;1498566;100;0;1000;11;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,959812944067977;0,953931675397667;04:53:39.5050000;163366;18;1;1000;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,952858819475281;0,954980103372525;04:53:39.5050000;380166;31;2;1000;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,947323285149135;0,950316087024288;04:53:39.5050000;190566;24;3;1000;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,968413584936145;0,952262630191234;04:53:39.5050000;156266;15;4;1000;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,954946803259202;0,951938598742594;04:53:39.5050000;243166;25;5;1000;11;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,945623181416999;0,951062601205168;04:53:39.5050000;257266;27;6;1000;11;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,960399762314976;0,955381740374977;04:53:39.5050000;145466;15;7;1000;11;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,95509018303388;0,951471457156014;04:53:39.5050000;486166;67;8;1000;11;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;595_fri_c0_1000_10.tsv;0,951776737753715;0,956325467297407;04:53:39.5050000;360966;32;9;1000;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,986129823361866;0,983975547374983;04:10:15.1690000;1405466;100;0;250;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,861530384549415;0,960443701543821;04:10:15.1690000;1211566;100;1;250;6;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,948538887616256;0,952331284461293;04:10:15.1690000;335366;31;2;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,973260139740472;0,984721337260394;04:10:15.1690000;796866;57;3;250;6;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,968343758061598;0,952546594806096;04:10:15.1690000;175766;14;4;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,953890664161759;0,955098408704171;04:10:15.1690000;1336966;100;5;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,969531892086115;0,970003910922113;04:10:15.1690000;314166;33;6;250;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,949541253058351;0,954821778479028;04:10:15.1690000;1565466;100;7;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,940387164199515;0,964180771958329;04:10:15.1690000;361966;35;8;250;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;596_fri_c2_250_5.tsv;0,993162221490723;0,983086080023145;04:10:15.1690000;1173366;83;9;250;6;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,978058474809053;0,969597747640995;04:18:14.8530000;345166;29;0;500;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,946592909908473;0,948905119867015;04:18:14.8530000;125866;12;1;500;6;22;9;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,948964577563687;0,960356923518156;04:18:14.8530000;533166;44;2;500;6;25;9;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,905628416091472;0,942044941364465;04:18:14.8530000;1352266;100;3;500;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,947521766233924;0,930974172869548;04:18:14.8530000;137066;12;4;500;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,8674661903389;0,967507589029539;04:18:14.8530000;1126866;100;5;500;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,952995047266805;0,936742936886869;04:18:14.8530000;129966;14;6;500;6;22;11;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,985690548912838;0,981911989518533;04:18:14.8530000;245266;22;7;500;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,981720282657413;0,982274612988757;04:18:14.8530000;595866;47;8;500;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;597_fri_c2_500_5.tsv;0,976050700632587;0,972858291496077;04:18:14.8530000;449366;36;9;500;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,96874854069046;0,959293996080206;07:42:24.7940000;288566;27;0;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,961230469713719;0,960490551810849;07:42:24.7940000;402566;34;1;1000;26;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,940985388234924;0,960988995189563;07:42:24.7940000;339766;30;2;1000;26;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,961466089593384;0,956156119238046;07:42:24.7940000;157866;19;3;1000;26;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,941808369079782;0,953970619213116;07:42:24.7940000;318266;31;4;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,955614825823454;0,952817686474362;07:42:24.7940000;336666;36;5;1000;26;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,940605734131435;0,960817109756699;07:42:24.7940000;1601566;100;6;1000;26;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,954610587845823;0,950663025399908;07:42:24.7940000;196766;25;7;1000;26;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,959207111935571;0,959499209253944;07:42:24.7940000;1408366;100;8;1000;26;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;598_fri_c0_1000_25.tsv;0,96383289624684;0,955940644674041;07:42:24.7940000;316466;35;9;1000;26;24;8;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,96566118992809;0,964950433691329;07:24:56.2480000;372966;38;0;1000;6;25;9;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,971694637575602;0,968320547308755;07:24:56.2480000;204366;21;1;1000;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,959424014196069;0,963137228997272;07:24:56.2480000;375966;31;2;1000;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,959999123136246;0,971703029593326;07:24:56.2480000;387066;40;3;1000;6;27;9;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,96703608594964;0,963432206294758;07:24:56.2480000;1328066;100;4;1000;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,977182648322992;0,984387026062525;07:24:56.2480000;286866;25;5;1000;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,953220682784955;0,958538359847308;07:24:56.2480000;513666;100;6;1000;6;31;10;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,957445721400074;0,96703400941411;07:24:56.2480000;133266;13;7;1000;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,950050159441543;0,943610072909499;07:24:56.2480000;131366;12;8;1000;6;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;599_fri_c2_1000_5.tsv;0,941310788286969;0,956734532828918;07:24:56.2480000;1307866;88;9;1000;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,957757695626142;0,952506004447822;02:38:21.8950000;224166;24;0;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,980314495921847;0,983613047938573;02:38:21.8950000;350266;31;1;250;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,987381480953428;0,983335694562318;02:38:21.8950000;1455366;100;2;250;6;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,986198740860833;0,968200337916997;02:38:21.8950000;375666;33;3;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,975332094223002;0,96034473404906;02:38:21.8950000;124566;15;4;250;6;22;10;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,953369033801546;0,970590140722002;02:38:21.8950000;472966;37;5;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,955610564936912;0,966110830894083;02:38:21.8950000;152166;13;6;250;6;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,942825458592507;0,961599560902701;02:38:21.8950000;1476966;96;7;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,943513936138833;0,973528558287406;02:38:21.8950000;261066;27;8;250;6;26;10;0,002
OSGA (ContPruning mit Simplifizierung);20;601_fri_c1_250_5.tsv;0,96085346176619;0,962277180137977;02:38:21.8950000;338766;29;9;250;6;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,970018420176754;0,948201435696142;03:31:06.4850000;187166;19;0;250;11;23;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,971937453445217;0,96472858195812;03:31:06.4850000;1099766;100;1;250;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,931144892039346;0,962770291853524;03:31:06.4850000;296766;25;2;250;11;24;11;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,962033432419564;0,965199837831424;03:31:06.4850000;889866;66;3;250;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,962435785571202;0,95814841431661;03:31:06.4850000;177066;16;4;250;11;23;10;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,965483561926219;0,96579073480343;03:31:06.4850000;1036866;100;5;250;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,920879888546176;0,967805673341888;03:31:06.4850000;1543066;100;6;250;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,985078046207681;0,982903766982325;03:31:06.4850000;307866;24;7;250;11;24;10;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,974816628382393;0,965284675713368;03:31:06.4850000;1038466;100;8;250;11;24;9;0,002
OSGA (ContPruning mit Simplifizierung);20;602_fri_c3_250_10.tsv;0,955284686425564;0,953586308750323;03:31:06.4850000;151766;16;9;250;11;23;10;0,002
