Date;Days;US Average Earnings;d(US Average Earnings);US Building Permits;US Capacity utilization;US Chicago PMI;US Consumer Confidence;US Consumption, adj;d(US Consumption, adj);US CPI inflation, mm;d(US CPI inflation, mm);US Domestic Car Sales;US Existing Home Sales;d(US Existing Home Sales);US Fed Budget;US Foreign Buying, T-Bonds;US Help Wanted Index;US Housing Starts;US Industrial Output mm;d(US Industrial Output mm);US International Trade $;d(US International Trade $);US ISM mfg PMI;US Leading Indicators;d(US Leading Indicators);US Manufacturing Payroll;US Mich conditions prel;US Mich expecations prel;US Mich InflErw 1y;US Mich InflErw 5y;US Mich sentiment prel;US National Activity Index;US New Home Sales;US nonfarm payrolls;d(US nonfarm payrolls);US NY NAPM Index;US Personal Income;d(US Personal Income);US Phil Fed business Index;US Producer Prices mm;d(US Producer Prices mm);US Unemployment;EZ Producer Prices mm;d(EZ Producer Prices mm);DE Exports;d(DE Exports);DE Imports mm;d(DE Imports mm);DE Producer Prices;d(DE Producer Prices);DE Wholesale price index;US Current Account;d(US Current Account)
10/31/1979 1:00;7243;1;0.002727273;1.489556136;1.955944056;1.570258949;1.46201232;1;0.001237624;1;0.00565995;1.36374659;1.354359926;-0.072356215;1.339903226;1.266120015;2;1.598644068;1.090436242;-0.001845638;1.946134051;0.020587203;1.483950617;1.075533662;-0.007389163;2;1.335016835;1.080870918;1.86;1;1.172470978;1.59379845;1.315889629;1.035236888;0.001911049;1.822792214;1;0.003657262;1.432408236;1;0.012629162;1.314285714;1;0;1;0.007458234;1;-0.002897431;1;0.002087683;1;1.959096816;0.002311388
11/30/1979 1:00;7273;1.003636364;0.008181818;1.355744125;1.939160839;1.530845392;1.440451745;1.001237624;-9.66E-15;1.00603728;0.00603728;1.36511064;1.300556586;-0.019480519;1.359693548;1.241348663;1.918604651;1.49220339;1.089597315;-0.000587248;1.953386361;-0.026589367;1.459259259;1.068965517;-0.007389163;1.983472575;1.323232323;1.119751166;1.96;1;1.192371476;1.513178295;1.24643197;1.037158157;0.001573805;1.823647017;1.003134796;0.001567398;1.432408236;1.011481056;0.006888634;1.3;1;0;1.005966587;5.11E-15;1.001931621;0.016418775;1.004175365;0.001043841;1.010666667;1.959096816;-0.006934163
12/31/1979 1:00;7304;1.009090909;0.002424242;1.341383812;1.933566434;1.486100533;1.445585216;1.002475248;0.002681518;1.01282922;0.007672377;1.438920885;1.283858998;-0.009585652;1.382729032;1.264844176;1.906976744;1.474576271;1.090771812;0.003453579;1.933968885;-0.013565183;1.380246914;1.064039409;-0.002326218;1.983835815;1.237373737;1.111975117;1.95;1;1.154228856;1.551937984;1.210275928;1.039099865;0.002399883;1.824510913;1.00522466;0.00261233;1.432408236;1.020665901;0.011289705;1.314285714;1;-0.000849362;1.008949881;0.006215195;1.013521344;0.006438735;1.012526096;0.017049408;1.034666667;1.95447404;-0.002696619
1/31/1980 1:00;7335;1.009090909;0.00219697;1.358355091;1.948251748;1.42916984;1.396303901;1.006188119;0.002784653;1.021130481;0.007986819;1.518945286;1.272727273;-0.016852195;1.372748387;1.277043493;1.88372093;1.368135593;1.095469799;0.003201902;1.928895192;-0.013164308;1.414814815;1.064039409;0.002463054;1.980385035;1.427609428;1.152410575;2;1;1.253731343;1.582945736;1.241674596;1.041777378;0.002151208;1.82570218;1.008359457;0.002786486;1.432408236;1.034443169;0.014446996;1.357142857;1;0.005342759;1.017899761;0.007085322;1.015452965;0.010301977;1.035490605;0.017745303;1.074666667;1.95447404;0.001653363
2/29/1980 1:00;7364;1.014545455;0.006742424;1.305483029;1.938461538;1.448210206;1.390143737;1.007425743;0.000515677;1.028677081;0.008049707;1.445741134;1.246753247;-0.031385281;1.357145161;1.261977121;1.848837209;1.374237288;1.095973154;-0.000321588;1.912986899;0.006824629;1.513580247;1.064039409;-0.01272578;1.968942971;1.400673401;1.164852255;1.96;2;1.252072968;1.479069767;1.193149382;1.043392061;0.002301094;1.826420577;1.010449321;0.001567398;1.432408236;1.048220436;0.01224646;1.357142857;1.010192339;0.009342978;1.020883055;-0.001740255;1.03090593;0.000643874;1.045929019;0.009742519;1.098666667;1.95447404;-0.008876921
3/31/1980 2:00;7395;1.020909091;0.004015152;1.167754569;1.907692308;1.435262757;1.343942505;1.007425743;-0.000928218;1.036978341;0.007232159;1.336162473;1.20593692;-0.067254174;1.344812903;1.253748674;1.837209302;1.168813559;1.092785235;-0.01136745;1.943502164;0.03608731;1.350617284;1.039408867;-0.025041051;1.968579731;1.228956229;1;1.98;1;1.07960199;1.347286822;1.129400571;1.045681233;0.000206094;1.827439065;1.011494253;0.000435388;1.432408236;1.058553387;0.009184845;1.357142857;1.017425612;0.008767604;1.016408115;-0.002113166;1.017384586;-0.007726483;1.058455115;0.01809325;1.109333333;1.939256462;-0.008876921
4/30/1980 2:00;7425;1.022727273;0.00219697;1.050261097;1.78041958;1.266374714;1.135523614;1.006188119;-0.000206271;1.043015621;0.005848615;1.151864201;1.126159555;-0.05148423;1.418554835;1.244029359;1.697674419;1.171525424;1.073154362;-0.02413311;1.968929115;-0.003858882;1.197530864;1.019704433;-0.016420361;1.924264439;1.069023569;1.00155521;1.97;1;1.016583748;1.049612403;1.030447193;1.042717573;-0.006513238;1.826120487;1.011494253;-0.000261233;1.432408236;1.066590126;0.005836204;1.442857143;1.027289167;0.007425064;1.017899761;0.002486078;1.021247827;0.009658103;1.079331942;0.014613779;1.117333333;1.939256462;0.00031807
5/31/1980 2:00;7456;1.026363636;0.004848485;1.084856397;1.624475524;1.071782178;1.028747433;1.007425743;0.002062706;1.049052902;0.006477499;1.061079115;1.115027829;0.008039579;1.341819355;1.247355142;1.61627907;1.087457627;1.049328859;-0.018400447;1.943385191;-0.009935373;1;1.009852217;0.003557745;1.879404286;1;1.0155521;1.82;1;1;1;1.124643197;1.033908351;-0.008259072;1.822201128;1.011494253;0.000957854;1.432408236;1.071182549;0.005357826;1.528571429;1.031563373;0.002739876;1.019391408;-0.001864558;1.03090593;0.001287747;1.08559499;0.00295755;1.128;1.939256462;0.006650427
6/30/1980 2:00;7486;1.031818182;0.004621212;1.252610966;1.542657343;1;1.090349076;1.00990099;0.002578383;1.055090182;0.003081528;1.126098818;1.13729128;0.047773655;1.426993548;1.282275868;1.627906977;1.269830508;1.037919463;-0.008529083;1.958357703;0.02205911;1.022222222;1.024630542;0.01532567;1.836541954;1.095959596;1.135303266;1.81;1;1.116086235;1.265116279;1.203615604;1.027367862;-0.006659717;1.819291163;1.013584117;0.002786486;1.432408236;1.079219288;0.012724837;1.542857143;1.034193654;0.004164612;1.014916468;-0.002610382;1.023179448;-0.008531324;1.087682672;0.001913709;1.128;1.950657195;0.006650427
7/31/1980 2:00;7517;1.035454545;0.004015152;1.34464752;1.495104895;1.104722011;1.185831622;1.012376238;0.002475248;1.055844842;0.002138203;1.230979085;1.19851577;0.041434756;1.338729032;1.266980131;1.627906977;1.319322034;1.031711409;-0.002237136;1.97815534;0.013342204;1.138271605;1.036124795;0.010262726;1.797675263;1.242424242;1.141524106;1.92;1;1.175787728;1.39379845;1.283539486;1.021992397;0.000316805;1.816899535;1.016718913;0.003221874;1.432408236;1.095292767;0.015021049;1.571428571;1.039783002;0.004630391;1.014916468;-0.000621519;1.017384586;-0.004185178;1.089770355;0.001043841;1.128;1.950657195;-0.002939982
8/31/1980 2:00;7548;1.04;0.003939394;1.415143603;1.502097902;1.30102818;1.241273101;1.014851485;0.002372112;1.060372802;0.005156844;1.229008791;1.220779221;0.048701299;1.364658065;1.246064967;1.639534884;1.432542373;1.034563758;0.009829418;1.98238098;-0.003029107;1.397530864;1.045977011;0.010946907;1.82273883;1.297979798;1.237947123;1.72;1.896907216;1.258706468;1.657364341;1.305423406;1.027306545;0.004418237;1.819263882;1.01985371;0.002873563;1.432408236;1.106773823;0.007367011;1.557142857;1.043070853;0.002917968;1.013424821;0.000124304;1.015452965;0.001609684;1.089770355;-0.001391788;1.106666667;1.950657195;0.013929449
9/30/1980 2:00;7578;1.043636364;0.004924242;1.49151436;1.577622378;1.468392993;1.338809035;1.017326733;0.00330033;1.065655422;0.00565995;1.219915126;1.285714286;0.017934447;1.405293548;1.282175521;1.674418605;1.456271186;1.049328859;0.013772371;1.975464967;-0.00567927;1.511111111;1.057471264;0.009578544;1.828369052;1.353535354;1.367029549;1.87;1.958762887;1.364842454;1.782945736;1.245480495;1.029616155;0.003806769;1.820291463;1.022988506;0.005050505;1.432408236;1.111366246;0.005836204;1.528571429;1.047016275;0.007178476;1.014916468;-0.000124304;1.019316206;0.001770652;1.089770355;0.007654836;1.098666667;1.974536251;0.013929449
10/31/1980 1:00;7609;1.05;0.006818182;1.414490862;1.634965035;1.452018279;1.378850103;1.021039604;0.002372112;1.071692702;0.006540387;1.259169445;1.250463822;-0.041125541;1.332516129;1.266808108;1.674418605;1.491525424;1.06090604;0.014555369;1.973183998;0.000242475;1.644444444;1.064039409;0.004789272;1.839447875;1.365319865;1.393468118;1.92;1;1.386401327;1.823255814;1.212178877;1.035339084;0.005866002;1.822837683;1.029258098;0.004353884;1.908683975;1.119402985;0.007941064;1.528571429;1.057044222;0.009795057;1.013424821;0.000248608;1.019316206;0.003863241;1.104384134;0.014091858;1.106666667;1.974536251;-0.001254171
11/30/1980 1:00;7639;1.056363636;0.004848485;1.425587467;1.718181818;1.574067022;1.409650924;1.022277228;0.002372112;1.078484643;0.006477499;1.233707184;1.220779221;-0.026437848;1.35836129;1.266578744;1.709302326;1.482711864;1.077181208;0.012220358;1.972730729;-0.007242562;1.711111111;1.065681445;-0.005747126;1.85670178;1.247474747;1.506998445;1.82;1;1.414593698;1.744186047;1.213130352;1.040571475;0.004738449;1.825165655;1.031347962;0.002438175;1.693822739;1.126291619;0.0050708;1.528571429;1.065428243;0.01039783;1.016408115;0.005345068;1.027042689;0.006599704;1.114822547;0.006958942;1.133333333;1.974536251;-0.005150252
12/31/1980 1:00;7670;1.06;0.004469697;1.338120104;1.737762238;1.574447829;1.321355236;1.025990099;0.003403465;1.084521923;0.005974392;1.207032434;1.194805195;-0.034013605;1.380758065;1.259898506;1.662790698;1.463728814;1.082718121;-0.000936801;1.95759738;-0.022339357;1.582716049;1.054187192;-0.009852217;1.863784962;1.154882155;1.250388802;1.93;1;1.212271973;1.648062016;1.184586108;1.044557086;0.002907452;1.826938915;1.034482759;0.002089864;1.63831692;1.130884041;0.008036739;1.485714286;1.072825908;-0.011329388;1.022374702;0.002486078;1.03090593;0.002414526;1.121085595;0.01270007;1.165333333;1.965707248;-0.005150252
1/31/1981 1:00;7701;1.065454545;0.004545455;1.319843342;1.694405594;1.542650419;1.278234086;1.028465347;0.001650165;1.090559203;0.006163057;1.248863292;1.157699443;-0.020253556;1.347767742;1.27189713;1.662790698;1.50779661;1.077181208;-0.007074944;1.93768277;0.000275373;1.488888889;1.047619048;-0.009031199;1.863603342;1.252525253;1.367029549;1.91;1.762886598;1.326699834;1.52248062;1.164605138;1.046498794;0.001422216;1.827802811;1.035527691;0.001393243;1.616830797;1.142365098;0.010619977;1.528571429;1.048495808;-0.010274536;1.022374702;0.004972156;1.032837551;0.001609684;1.139874739;0.016701461;1.184;1.965707248;0.001271527
2/28/1981 1:00;7729;1.069090909;0.004545455;1.305483029;1.65034965;1.583206398;1.222792608;1.02970297;0.001959571;1.096596483;0.005345509;1.375265232;1.153988868;-0.009894867;1.336709677;1.282404885;1.662790698;1.303728814;1.072147651;0.001034676;1.960872617;0.038513276;1.479012346;1.037766831;-0.002873563;1.85888122;1.213804714;1.276827372;1.82;1.690721649;1.252072968;1.474418605;1.163653663;1.047868209;0.001750944;1.828412085;1.037617555;0.00226402;1.645478962;1.151549943;0.010811328;1.514285714;1.057537399;0.01128829;1.031324582;0.002113166;1.036700792;0.01400425;1.152400835;0.011482255;1.205333333;1.965707248;-0.00375044
3/31/1981 2:00;7760;1.074545455;0.00469697;1.295039164;1.669230769;1.586633663;1.313141684;1.032178218;0.001237624;1.101124443;0.003961965;1.413610185;1.13729128;-0.001236858;1.356190319;1.278921414;1.662790698;1.34440678;1.077516779;0.000349553;1.995628144;-0.003182633;1.498765432;1.042692939;0.007936508;1.865056302;1.198653199;1.276827372;1.68;1.608247423;1.245439469;1.576744186;1.167459562;1.049993868;0.001991102;1.829357823;1.039707419;0.00148032;1.678603402;1.164179104;0.013011864;1.514285714;1.066414598;0.012110253;1.028341289;0.007582538;1.054085378;-0.003380336;1.164926931;0.016353514;1.242666667;1.959277923;-0.00375044
4/30/1981 2:00;7790;1.078181818;0.003409091;1.299608355;1.629370629;1.591584158;1.352156057;1.032178218;0.000309406;1.104897744;0.003961965;1.123825402;1.150278293;0.005256648;1.442545161;1.262335503;1.662790698;1.381016949;1.072986577;0.000433445;1.959001053;-0.023248333;1.548148148;1.049261084;0.001368363;1.876679985;1.276094276;1.381026439;1.76;1;1.343283582;1.59379845;1.125594672;1.051506357;0.000490537;1.830030753;1.040752351;0.001393243;1.752909579;1.175660161;0.00717566;1.485714286;1.080716752;0.011630774;1.044749403;0.005717979;1.032837551;-0.008853261;1.183716075;0.015483646;1.261333333;1.959277923;0.000435791
5/31/1981 2:00;7821;1.081818182;0.004166667;1.288511749;1.656643357;1.570068545;1.406570842;1.033415842;0.002062706;1.109425704;0.005219732;1.132615944;1.142857143;-0.008194187;1.334932258;1.267295507;1.651162791;1.231864407;1.079697987;0.006487696;1.96090186;0.002817094;1.595061728;1.044334975;-0.008483853;1.886669088;1.314814815;1.455676516;1.69;1;1.407960199;1.565891473;1.122740247;1.051710747;0.002139285;1.830121689;1.042842215;0.002525253;1.990152193;1.179104478;0.004209721;1.528571429;1.088607595;0.006246918;1.038782816;-0.00223747;1.042495654;0.011911661;1.194154489;0.006610995;1.258666667;1.959277923;0.000699906
6/30/1981 2:00;7851;1.086363636;0.003939394;1.159921671;1.671328671;1.565689261;1.366529774;1.035891089;0.001856436;1.115462984;0.007106382;1.130039406;1.135435993;-0.012213976;1.436654839;1.275208578;1.651162791;1.167457627;1.084395973;0.00598434;1.962042344;0.018697362;1.525925926;1.034482759;-0.009989053;1.890846349;1.242424242;1.418351477;1.67;1;1.354892206;1.502325581;1.073263559;1.055716797;0.003716497;1.831904043;1.045977011;0.004440961;1.899731423;1.184845006;0.004305396;1.528571429;1.095512083;0.0110691;1.04624105;0.018645585;1.050222136;0.003058399;1.200417537;0.012874043;1.272;1.960477762;0.000699906
7/31/1981 2:00;7882;1.09;0.005151515;1.133159269;1.695804196;1.526846915;1.371663244;1.037128713;0.001959571;1.123009584;0.00641461;1.141709609;1.116883117;-0.023964131;1.353732258;1.273531351;1.651162791;1.164745763;1.090939597;0.004040828;1.986153351;-0.017941913;1.427160494;1.026272578;-0.003968254;1.890119869;1.390572391;1.354587869;1.64;1.597938144;1.371475954;1.590697674;1.088487155;1.058005968;0.000720476;1.832922531;1.051201672;0.004528039;1.992837959;1.187141217;0.001148106;1.485714286;1.109814236;0.011904762;1.067124105;-0.000124304;1.050222136;0.004668083;1.219206681;0.016179541;1.288;1.960477762;-0.00042183
8/31/1981 2:00;7913;1.096363636;0.005378788;1.103133159;1.682517483;1.548743336;1.394250513;1.03960396;0.001340759;1.128292204;0.006225945;1.437859958;1.089053803;-0.030457638;1.370583871;1.282849279;1.639534884;1.096271186;1.091107383;-0.003453579;1.936644637;-0.006749084;1.466666667;1.024630542;-0.006294472;1.883399927;1.427609428;1.412130638;1.54;1.690721649;1.422885572;1.463565891;1.038058991;1.057270163;-0.001486939;1.83259516;1.054336468;0.001915709;1.935541629;1.188289323;0.002774589;1.514285714;1.117540687;0.005260562;1.047732697;-0.011187351;1.057948619;-0.001287747;1.229645094;0.005741127;1.314666667;1.960477762;0.002252905
9/30/1981 2:00;7943;1.1;0.002272727;1.075718016;1.633566434;1.411271896;1.311088296;1.03960396;-0.000309406;1.135084145;0.004590848;1.273567748;1.059369202;-0.024891775;1.407532258;1.275065225;1.593023256;1.076610169;1.084899329;-0.007074944;1.973023161;0.004229296;1.32345679;1.013136289;-0.01122058;1.876861606;1.2996633;1.384136858;1.65;1.670103093;1.354892206;1.333333333;1;1.055491967;-0.001812261;1.831804013;1.0553814;0.000783699;1.591763653;1.192881745;0.004975124;1.542857143;1.121979287;0.005959231;1.052207637;0.009198488;1.048290516;-0.005633894;1.233820459;0.009568546;1.341333333;1.964339885;0.002252905
10/31/1981 1:00;7974;1.101818182;0.003409091;1;1.579020979;1.397562833;1.290554415;1.03960396;0.000618812;1.137348125;0.002326868;1.031827827;1.040816327;-0.014842301;1.328690323;1.27820465;1.534883721;1.050847458;1.077516779;-0.008990492;1.937989823;-0.021738654;1.261728395;1.004926108;-0.004789272;1.850345078;1.355218855;1.278382582;1.63;1;1.308457711;1.288372093;1.017126546;1.053448064;-0.003062448;1.830894649;1.056426332;0.001741553;1.093106535;1.197474168;0.003922694;1.585714286;1.129705737;0.007397666;1.061157518;0.00733393;1.050222136;0.006921641;1.248434238;0.011656228;1.346666667;1.964339885;0.000176957
11/30/1981 1:00;8004;1.106363636;0.001893939;1.011096606;1.506993007;1.25209444;1.201232033;1.040841584;0.001340759;1.140366765;0.002704198;1.032888754;1.029684601;-0.003246753;1.352767742;1.284784541;1.534883721;1.026440678;1.067114094;-0.009997204;1.946163294;0.032650018;1.165432099;1.003284072;3.35E-15;1.82183073;1.175084175;1.186625194;1.69;1;1.179104478;1.249612403;1.041864891;1.049176307;-0.005079099;1.828994078;1.058516196;0.001044932;1.1217547;1.200918485;0.003731343;1.642857143;1.13562387;0.002369993;1.064140811;-0.005220764;1.056016998;-0.010462945;1.254697286;0.001565762;1.354666667;1.964339885;-0.003491606
12/31/1981 1:00;8035;1.106363636;0.003787879;1.042428198;1.434265734;1.240670221;1.198151951;1.042079208;0.001134488;1.142630745;0.002201092;1;1.029684601;-0.012213976;1.324296774;1.268012271;1.5;1.075932203;1.056711409;-0.01735179;1.982629547;-0.008939886;1.207407407;1.003284072;-0.002326218;1.788049401;1.239057239;1.194401244;1.49;1;1.208955224;1.184496124;1.1132255;1.043494257;-0.006847075;1.826466045;1.058516196;0.000348311;1.057296329;1.205510907;0.006505932;1.671428571;1.137925366;0.012945915;1.055190931;0.001367343;1.036700792;0.00595583;1.256784969;0.015309673;1.36;1.958354274;-0.003491606
1/31/1982 1:00;8066;1.113636364;0.004545455;1.041122715;1.318181818;1.255521706;1.180698152;1.043316832;0.001959571;1.144894725;0.002452645;1.064716581;1.009276438;-0.003246753;1.417222581;1.275495284;1.488372093;1.030508475;1.038422819;0.00113255;1.938340742;-0.002273658;1.217283951;1;0.002189381;1.756084272;1.367003367;1.289269051;1.47;1.628865979;1.320066335;1.156589147;1.028544244;1.036810694;-0.003277058;1.823492425;1.059561129;0.00113201;1.235452104;1.212399541;0.00296594;1.685714286;1.1592964;0.014452847;1.067124105;0.008328361;1.065675101;0.013199408;1.281837161;0.014265832;1.4;1.958354274;0.00089271
2/28/1982 1:00;8094;1.114545455;0.001439394;1.050261097;1.408391608;1.206016756;1.154004107;1.045792079;0.002062706;1.147158705;0.000943325;1.201121552;1.024118738;0.011904762;1.339419355;1.290289286;1.465116279;1.046101695;1.056208054;0.00864094;1.982688034;0.022268686;1.219753086;1.006568144;0.001778872;1.744097348;1.284511785;1.223950233;1.48;1.608247423;1.245439469;1.68372093;1.025689819;1.03668806;-0.000573996;1.823437863;1.060606061;0.000957854;1.247985676;1.211251435;-0.001435132;1.728571429;1.163734999;0.003246753;1.068615752;0.001988862;1.056016998;-0.01094585;1.281837161;-0.001739736;1.4;1.958354274;-0.002757365
3/31/1982 2:00;8125;1.117272727;0.001590909;1.104438642;1.358741259;1.209444021;1.09650924;1.047029703;0.000309406;1.147158705;0.000565995;1.143528342;1.024118738;-0.011595547;1.328209677;1.285917027;1.441860465;1.090169492;1.049496644;-0.009493848;1.973915078;0.009624664;1.182716049;1.003284072;0.000410509;1.721576462;1.239057239;1.136858476;1.38;1.515463918;1.170812604;1.328682171;1.034253092;1.034051425;-0.004801469;1.822264783;1.061650993;0.001567398;1.220232766;1.211251435;0.001435132;1.742857143;1.168666776;0.005068771;1.071599045;-0.001367343;1.052153757;0.003702273;1.283924843;0.006784969;1.389333333;1.953627362;-0.002757365
4/30/1982 2:00;8155;1.118181818;0.003333333;1.102480418;1.302097902;1.231530845;1.099589322;1.047029703;0.001340759;1.149422685;0.004590848;1.083358594;1.005565863;-0.014533086;1.418400003;1.27790361;1.406976744;1.080677966;1.041610738;-0.007270694;2;-0.006590683;1.207407407;1.008210181;0.003420909;1.689974573;1.178451178;1.261275272;1.43;1;1.228855721;1.308527132;1.000951475;1.028308057;-0.003253212;1.81970947;1.063740857;0.00226402;1.414503133;1.213547646;0.000574053;1.785714286;1.173927338;0.005698942;1.067124105;0.000124304;1.05988024;0.000643874;1.294363257;0.008872651;1.394666667;1.953627362;-0.001143243
5/31/1982 2:00;8186;1.123636364;0.003863636;1.144908616;1.256643357;1.281607007;1.14476386;1.04950495;0.001134488;1.156214625;0.00830126;1.221582298;1;0.001546073;1.326032258;1.271710772;1.395348837;1.153898305;1.03557047;-0.004684004;1.961340508;-0.025565856;1.150617284;1.008210181;-0.002599891;1.672720668;1.242424242;1.275272162;1.31;1;1.262023217;1.412403101;1.04376784;1.027388301;-0.002370928;1.819300256;1.065830721;0.00148032;1.307967771;1.213547646;0.004783773;1.8;1.180009864;0.006151022;1.071599045;0.000870127;1.052153757;-0.006921641;1.300626305;0.007132916;1.413333333;1.953627362;0.010760064
6/30/1982 2:00;8216;1.125454545;0.002348485;1.118798956;1.226573427;1.289984768;1.09650924;1.04950495;0.001856436;1.164515886;0.006351722;1.031676266;1.005565863;0.003555968;1.408787097;1.262249491;1.360465116;1.070508475;1.03204698;-0.002572707;1.96117967;0.012837759;1.219753086;1.004926108;0.000273673;1.6440247;1.212121212;1.245723173;1.42;1;1.232172471;1.285271318;1.030447193;1.022421616;-0.006640982;1.817090501;1.066875653;0.001567398;1.471799463;1.222732491;0.007654038;1.828571429;1.186092389;0.006274316;1.067124105;-0.006463803;1.048290516;-0.005472925;1.308977035;0.00782881;1.437333333;1.972073186;0.010760064
7/31/1982 2:00;8247;1.129090909;0.004621212;1.204308094;1.2;1.321210967;1.163244353;1.053217822;0.002681518;1.168289186;0.002389757;1.039860564;1.005565863;-0.000154607;1.323125806;1.285472634;1.337209302;1.249491525;1.029194631;-0.005578859;1.970142707;-0.028816723;1.222222222;1.008210181;-0.000684182;1.616418453;1.265993266;1.206842924;1.46;1.546391753;1.227197347;1.372093023;1.035204567;1.015411029;-0.005251128;1.813971382;1.068965517;0.001741553;1.407341092;1.227324914;0.004496747;1.857142857;1.192174914;0.004835881;1.061157518;-0.003356205;1.042495654;0.000321937;1.315240084;0.004175365;1.434666667;1.972073186;0.001416791
8/31/1982 2:00;8278;1.133636364;0.00219697;1.127284595;1.148251748;1.270944402;1.098562628;1.054455446;0.001650165;1.169798506;0.000314442;1.065019703;1.00742115;0.004329004;1.339664516;1.269460134;1.313953488;1.168135593;1.02147651;-0.005690716;1.916364487;-0.011806936;1.219753086;1.004926108;0.003968254;1.594987287;1.181818182;1.258164852;1.44;1.556701031;1.227197347;1.31627907;1.06565176;1.012181662;-0.002985802;1.812534587;1.070010449;0.000261233;1.254252462;1.231917336;0.002678913;1.857142857;1.195955943;0.004109814;1.061157518;0.002734686;1.048290516;0.003541304;1.317327766;-2.52E-15;1.413333333;1.972073186;-0.0206776
9/30/1982 2:00;8308;1.133636364;0.000530303;1.203002611;1.11958042;1.424028941;1.110882957;1.056930693;0.002475248;1.169798506;0.001697985;1.191118521;1.016697588;0.018243661;1.381583871;1.290618997;1.279069767;1.234576271;1.01795302;-0.005508949;1.948619722;0.011253753;1.232098765;1.016420361;0.010262726;1.579367962;1.188552189;1.351477449;1.41;1.525773196;1.291873964;1.387596899;1.136060894;1.008482198;-0.00498031;1.810888638;1.070010449;0.000957854;1.2435094;1.233065442;0.001913509;1.9;1.20088772;0.005644145;1.064140811;-0.002361774;1.048290516;0.002092589;1.317327766;0.004697286;1.418666667;1.936625872;-0.0206776
10/31/1982 2:00;8339;1.135454545;0.001818182;1.272845953;1.071328671;1.327303884;1.071868583;1.059405941;0.00330033;1.172817146;0.00150932;1.061685359;1.042671614;0.02860235;1.302680645;1.281473093;1.279069767;1.254237288;1.010402685;-0.005704698;1.930679027;-0.002391849;1.24691358;1.022988506;0.006020799;1.539229931;1.276094276;1.405909798;1.43;1;1.35986733;1.272868217;1.13510942;1.002820586;-0.004448896;1.808369699;1.072100313;0.002351097;1.648164727;1.236509759;0.004209721;1.942857143;1.206477067;0.003835827;1.058174224;0.000994431;1.052153757;0.001126779;1.325678497;0.005219207;1.434666667;1.936625872;0.003315026
11/30/1982 1:00;8369;1.137272727;0.002727273;1.325065274;1.044755245;1.362528561;1.103696099;1.063118812;0.002578383;1.172062486;-0.002138203;1.2359806;1.06864564;0.015151515;1.309164516;1.268643023;1.290697674;1.389152542;1.006711409;-0.006823266;1.94961399;0.014414454;1.241975309;1.02955665;0.006841817;1.515437704;1.203703704;1.415241058;1.41;1;1.338308458;1.412403101;1.205518554;1.000286146;-0.001556773;1.807242088;1.074190178;0.001567398;1.683079678;1.241102181;0.005836204;2;1.208614171;0.001726122;1.065632458;0.002113166;1.048290516;-0.011589724;1.325678497;-0.003131524;1.442666667;1.936625872;-0.002527585
12/31/1982 1:00;8400;1.140909091;0.003787879;1.404699739;1;1.377570449;1.125256674;1.064356436;0.001031353;1.169798506;-0.000440218;1.182934222;1.079777365;0.036796537;1.329232258;1.273775051;1.302325581;1.342372881;1;0.006529642;1.953020821;0.000711584;1.330864198;1.037766831;0.012178435;1.509625863;1.276094276;1.367029549;1.33;1;1.334991708;1.451162791;1.174119886;1;0.002859761;1.807114777;1.07523511;0.000957854;1.873769024;1.245694604;-0.00315729;2;1.211737629;0.007575758;1.061157518;-0.001864558;1.034769171;0.00096581;1.321503132;-0.002261656;1.426666667;1.932292869;-0.002527585
1/31/1983 1:00;8431;1.144545455;0.003939394;1.453655352;1.088111888;1.476770754;1.120123203;1.065594059;0.001134488;1.171307826;0.001446432;1.130190967;1.131725417;0.011750155;1.356187097;1.268069612;1.313953488;1.534237288;1.016610738;0.006445749;1.954380629;0.004368201;1.409876543;1.052545156;0.011631089;1.512350163;1.281144781;1.32503888;1.24;1.515463918;1.310116086;1.821705426;1.232159848;1.004598782;0.00148183;1.809160846;1.076280042;0.000957854;1.722470904;1.236509759;-0.004975124;1.942857143;1.222258754;0.007315469;1.062649165;-0.002610382;1.048290516;0.004346146;1.321503132;-0.000521921;1.402666667;1.932292869;-0.00057464
2/28/1983 1:00;8459;1.148181818;0.001590909;1.483028721;1.054545455;1.595201828;1.208418891;1.066831683;0.0017533;1.172062486;0.000314442;1.162321916;1.105751391;-0.002319109;1.305367742;1.26558961;1.313953488;1.610847458;1.011241611;-0.000741051;1.960273131;0.001876438;1.617283951;1.060755337;0.010399562;1.512531784;1.306397306;1.418351477;1.26;1.494845361;1.379767828;1.479069767;1.213130352;1.003004537;0.000279333;1.808451542;1.077324974;0.001654476;1.749328559;1.237657865;0.000669728;1.942857143;1.224724642;0.000232889;1.056682578;-0.000621519;1.040564033;-0.005311957;1.319415449;-0.004175365;1.386666667;1.932292869;0.006550063
